table_catalog,table_schema,table_name,table_type,is_insertable_into,is_typed,creation_time,table_name_lower
blockchain-etl,ethereum_curve,ankrETHSwap_event_RemoveLiquidity,VIEW,NO,NO,2021-02-11 11:43:14.647000+00:00,ankrethswap_event_removeliquidity
blockchain-etl,ethereum_curve,MUSDSwap_event_RemoveLiquidityOne,VIEW,NO,NO,2021-01-18 09:15:02.411000+00:00,musdswap_event_removeliquidityone
blockchain-etl,ethereum_curve,ankrETHSwap_event_TokenExchange,VIEW,NO,NO,2021-02-11 11:43:18.293000+00:00,ankrethswap_event_tokenexchange
blockchain-etl,ethereum_curve,gUSDSwap_event_NewFee,VIEW,NO,NO,2021-01-18 08:53:25.126000+00:00,gusdswap_event_newfee
blockchain-etl,ethereum_curve,stETHSwap_event_TokenExchange,VIEW,NO,NO,2021-01-18 09:35:38.153000+00:00,stethswap_event_tokenexchange
blockchain-etl,ethereum_curve,BBTCSwap_event_TokenExchangeUnderlying,VIEW,NO,NO,2021-01-18 08:43:11.507000+00:00,bbtcswap_event_tokenexchangeunderlying
blockchain-etl,ethereum_curve,sAAVESwap_event_AddLiquidity,VIEW,NO,NO,2021-02-11 11:42:02.694000+00:00,saaveswap_event_addliquidity
blockchain-etl,ethereum_curve,3poolSwap_event_RemoveLiquidity,VIEW,NO,NO,2020-11-15 12:56:46.832000+00:00,3poolswap_event_removeliquidity
blockchain-etl,ethereum_curve,PAXSwap_event_TokenExchange,VIEW,NO,NO,2020-07-17 18:10:34.510000+00:00,paxswap_event_tokenexchange
blockchain-etl,ethereum_curve,sETHSwap_event_RemoveLiquidity,VIEW,NO,NO,2021-01-18 09:29:41.076000+00:00,sethswap_event_removeliquidity
blockchain-etl,ethereum_curve,CurveExchangeAdapter2_event_SwapReceived,VIEW,NO,NO,2020-07-17 17:27:23.215000+00:00,curveexchangeadapter2_event_swapreceived
blockchain-etl,ethereum_curve,PAXSwap_event_NewFee,VIEW,NO,NO,2020-07-17 18:06:40.265000+00:00,paxswap_event_newfee
blockchain-etl,ethereum_curve,PAXSwap_event_RemoveLiquidity,VIEW,NO,NO,2020-07-17 18:10:33.530000+00:00,paxswap_event_removeliquidity
blockchain-etl,ethereum_curve,USDNSwap_event_RemoveLiquidityOne,VIEW,NO,NO,2021-01-18 09:49:33.068000+00:00,usdnswap_event_removeliquidityone
blockchain-etl,ethereum_curve,ankrETHSwap_event_NewAdmin,VIEW,NO,NO,2021-02-11 11:43:18.702000+00:00,ankrethswap_event_newadmin
blockchain-etl,ethereum_curve,RENSwap_event_NewAdmin,VIEW,NO,NO,2020-07-17 18:48:25.562000+00:00,renswap_event_newadmin
blockchain-etl,ethereum_curve,sETHSwap_event_RampA,VIEW,NO,NO,2021-01-18 09:29:39.792000+00:00,sethswap_event_rampa
blockchain-etl,ethereum_curve,RENSwap_event_RemoveLiquidityImbalance,VIEW,NO,NO,2020-07-17 18:48:30.906000+00:00,renswap_event_removeliquidityimbalance
blockchain-etl,ethereum_curve,CurveExchangeAdapter3_event_SwapReceived,VIEW,NO,NO,2020-07-17 17:49:48.391000+00:00,curveexchangeadapter3_event_swapreceived
blockchain-etl,ethereum_curve,ankrETHSwap_event_RemoveLiquidityImbalance,VIEW,NO,NO,2021-02-11 11:42:06.710000+00:00,ankrethswap_event_removeliquidityimbalance
blockchain-etl,ethereum_curve,USTSwap_event_CommitNewAdmin,VIEW,NO,NO,2021-01-18 09:50:19.551000+00:00,ustswap_event_commitnewadmin
blockchain-etl,ethereum_curve,stETHSwap_event_CommitNewFee,VIEW,NO,NO,2021-01-18 09:37:02.530000+00:00,stethswap_event_commitnewfee
blockchain-etl,ethereum_curve,gUSDSwap_event_StopRampA,VIEW,NO,NO,2021-01-18 09:01:55.876000+00:00,gusdswap_event_stoprampa
blockchain-etl,ethereum_curve,sAAVESwap_event_RemoveLiquidityImbalance,VIEW,NO,NO,2021-02-11 11:45:24.399000+00:00,saaveswap_event_removeliquidityimbalance
blockchain-etl,ethereum_curve,CompoundSwap_event_CommitNewAdmin,VIEW,NO,NO,2020-07-17 17:18:06.553000+00:00,compoundswap_event_commitnewadmin
blockchain-etl,ethereum_curve,IronBankSwap_event_AddLiquidity,VIEW,NO,NO,2021-02-11 20:30:15.743000+00:00,ironbankswap_event_addliquidity
blockchain-etl,ethereum_curve,3poolSwap_event_NewAdmin,VIEW,NO,NO,2020-11-15 12:56:44.234000+00:00,3poolswap_event_newadmin
blockchain-etl,ethereum_curve,RSVSwap_event_NewAdmin,VIEW,NO,NO,2021-01-18 09:29:50.538000+00:00,rsvswap_event_newadmin
blockchain-etl,ethereum_curve,gUSDSwap_event_AddLiquidity,VIEW,NO,NO,2021-01-18 08:53:18.680000+00:00,gusdswap_event_addliquidity
blockchain-etl,ethereum_curve,sETHSwap_event_RemoveLiquidityOne,VIEW,NO,NO,2021-01-18 09:30:17.237000+00:00,sethswap_event_removeliquidityone
blockchain-etl,ethereum_curve,sbtcCrv_event_Approval,VIEW,NO,NO,2020-07-17 19:12:15.083000+00:00,sbtccrv_event_approval
blockchain-etl,ethereum_curve,RSVSwap_event_AddLiquidity,VIEW,NO,NO,2021-01-18 09:29:36.854000+00:00,rsvswap_event_addliquidity
blockchain-etl,ethereum_curve,CurveExchangeAdapterSBTC_event_MetaTransactionExecuted,VIEW,NO,NO,2020-07-17 17:51:59.688000+00:00,curveexchangeadaptersbtc_event_metatransactionexecuted
blockchain-etl,ethereum_curve,CurveExchangeAdapter2_event_Burn,VIEW,NO,NO,2020-07-17 17:26:59.881000+00:00,curveexchangeadapter2_event_burn
blockchain-etl,ethereum_curve,RENCurveExchangeAdapter3_event_MetaTransactionExecuted,VIEW,NO,NO,2020-07-17 18:32:46.703000+00:00,rencurveexchangeadapter3_event_metatransactionexecuted
blockchain-etl,ethereum_curve,BBTCSwap_event_StopRampA,VIEW,NO,NO,2021-01-18 08:43:11.278000+00:00,bbtcswap_event_stoprampa
blockchain-etl,ethereum_curve,CompoundSwap_event_NewParameters,VIEW,NO,NO,2020-07-17 17:18:36.957000+00:00,compoundswap_event_newparameters
blockchain-etl,ethereum_curve,stETHSwap_event_RampA,VIEW,NO,NO,2021-01-18 09:37:15.258000+00:00,stethswap_event_rampa
blockchain-etl,ethereum_curve,oBTC_event_CommitNewFee,VIEW,NO,NO,2021-01-18 09:13:19.278000+00:00,obtc_event_commitnewfee
blockchain-etl,ethereum_curve,tCrv_event_Transfer,VIEW,NO,NO,2020-07-17 19:54:58.259000+00:00,tcrv_event_transfer
blockchain-etl,ethereum_curve,tBTCSwap_event_NewFee,VIEW,NO,NO,2021-01-18 09:37:54.396000+00:00,tbtcswap_event_newfee
blockchain-etl,ethereum_curve,RENSwap_event_RemoveLiquidityOne,VIEW,NO,NO,2020-07-17 18:48:42.511000+00:00,renswap_event_removeliquidityone
blockchain-etl,ethereum_curve,USDNSwap_event_RemoveLiquidity,VIEW,NO,NO,2021-01-18 10:04:49.349000+00:00,usdnswap_event_removeliquidity
blockchain-etl,ethereum_curve,tBTCSwap_event_RampA,VIEW,NO,NO,2021-01-18 09:37:55.022000+00:00,tbtcswap_event_rampa
blockchain-etl,ethereum_curve,RENCurveExchangeAdapter2_event_Burn,VIEW,NO,NO,2020-07-17 18:26:42.032000+00:00,rencurveexchangeadapter2_event_burn
blockchain-etl,ethereum_curve,stETHSwap_event_CommitNewAdmin,VIEW,NO,NO,2021-01-18 09:33:17.302000+00:00,stethswap_event_commitnewadmin
blockchain-etl,ethereum_curve,DUSDSwap_event_StopRampA,VIEW,NO,NO,2021-01-18 08:45:55.255000+00:00,dusdswap_event_stoprampa
blockchain-etl,ethereum_curve,CurveExchangeAdapter_event_ReceiveRen,VIEW,NO,NO,2020-07-17 17:52:07.526000+00:00,curveexchangeadapter_event_receiveren
blockchain-etl,ethereum_curve,RENSwap_event_CommitNewFee,VIEW,NO,NO,2020-07-17 18:49:08.641000+00:00,renswap_event_commitnewfee
blockchain-etl,ethereum_curve,hUSDSwap_event_RemoveLiquidityImbalance,VIEW,NO,NO,2021-01-18 09:00:46.875000+00:00,husdswap_event_removeliquidityimbalance
blockchain-etl,ethereum_curve,DUSDSwap_event_AddLiquidity,VIEW,NO,NO,2021-01-18 10:04:41.404000+00:00,dusdswap_event_addliquidity
blockchain-etl,ethereum_curve,hUSDSwap_event_TokenExchangeUnderlying,VIEW,NO,NO,2021-01-18 10:04:51.109000+00:00,husdswap_event_tokenexchangeunderlying
blockchain-etl,ethereum_curve,hUSDSwap_event_AddLiquidity,VIEW,NO,NO,2021-01-18 09:01:58.861000+00:00,husdswap_event_addliquidity
blockchain-etl,ethereum_curve,IronBankSwap_event_NewAdmin,VIEW,NO,NO,2021-02-11 20:33:20.610000+00:00,ironbankswap_event_newadmin
blockchain-etl,ethereum_curve,AAVESwap_event_RampA,VIEW,NO,NO,2021-01-18 08:40:21.145000+00:00,aaveswap_event_rampa
blockchain-etl,ethereum_curve,tBTCSwap_event_StopRampA,VIEW,NO,NO,2021-01-18 10:05:29.188000+00:00,tbtcswap_event_stoprampa
blockchain-etl,ethereum_curve,pBTCSwap_event_NewFee,VIEW,NO,NO,2021-01-18 09:19:45.457000+00:00,pbtcswap_event_newfee
blockchain-etl,ethereum_curve,3poolSwap_event_NewFee,VIEW,NO,NO,2020-11-15 12:58:37.144000+00:00,3poolswap_event_newfee
blockchain-etl,ethereum_curve,3poolSwap_event_RemoveLiquidityOne,VIEW,NO,NO,2020-11-15 12:59:24.582000+00:00,3poolswap_event_removeliquidityone
blockchain-etl,ethereum_curve,pBTCSwap_event_RampA,VIEW,NO,NO,2021-01-18 09:20:51.509000+00:00,pbtcswap_event_rampa
blockchain-etl,ethereum_curve,RSVSwap_event_CommitNewAdmin,VIEW,NO,NO,2021-01-18 09:29:32.923000+00:00,rsvswap_event_commitnewadmin
blockchain-etl,ethereum_curve,PAXSwap_event_CommitNewAdmin,VIEW,NO,NO,2020-07-17 17:57:41.050000+00:00,paxswap_event_commitnewadmin
blockchain-etl,ethereum_curve,RSVSwap_event_TokenExchangeUnderlying,VIEW,NO,NO,2021-01-18 09:54:18.143000+00:00,rsvswap_event_tokenexchangeunderlying
blockchain-etl,ethereum_curve,oBTC_event_CommitNewAdmin,VIEW,NO,NO,2021-01-18 09:13:17.546000+00:00,obtc_event_commitnewadmin
blockchain-etl,ethereum_curve,Registry_event_CommitNewAdmin,VIEW,NO,NO,2020-07-17 18:22:55.808000+00:00,registry_event_commitnewadmin
blockchain-etl,ethereum_curve,DUSDSwap_event_NewAdmin,VIEW,NO,NO,2021-01-18 09:22:48.013000+00:00,dusdswap_event_newadmin
blockchain-etl,ethereum_curve,LinkUSDSwap_event_RemoveLiquidityImbalance,VIEW,NO,NO,2021-01-18 09:07:43.659000+00:00,linkusdswap_event_removeliquidityimbalance
blockchain-etl,ethereum_curve,hBTCSwap_event_RampA,VIEW,NO,NO,2021-01-18 08:57:57.574000+00:00,hbtcswap_event_rampa
blockchain-etl,ethereum_curve,ankrETHSwap_event_CommitNewAdmin,VIEW,NO,NO,2021-02-11 11:42:06.468000+00:00,ankrethswap_event_commitnewadmin
blockchain-etl,ethereum_curve,sBTCCurveExchangeAdapter2_event_SwapReceived,VIEW,NO,NO,2020-07-17 19:12:14.493000+00:00,sbtccurveexchangeadapter2_event_swapreceived
blockchain-etl,ethereum_curve,IronBankSwap_event_TokenExchangeUnderlying,VIEW,NO,NO,2021-02-11 20:35:22.088000+00:00,ironbankswap_event_tokenexchangeunderlying
blockchain-etl,ethereum_curve,Registry_event_PoolRemoved,VIEW,NO,NO,2020-07-17 18:21:42.904000+00:00,registry_event_poolremoved
blockchain-etl,ethereum_curve,oBTC_event_TokenExchangeUnderlying,VIEW,NO,NO,2021-01-18 09:21:24.498000+00:00,obtc_event_tokenexchangeunderlying
blockchain-etl,ethereum_curve,RENSwap_event_RemoveLiquidity,VIEW,NO,NO,2020-07-17 18:49:31.053000+00:00,renswap_event_removeliquidity
blockchain-etl,ethereum_curve,LinkUSDSwap_event_NewAdmin,VIEW,NO,NO,2021-01-18 09:06:10.996000+00:00,linkusdswap_event_newadmin
blockchain-etl,ethereum_curve,3poolSwap_event_TokenExchange,VIEW,NO,NO,2020-11-15 12:58:44.413000+00:00,3poolswap_event_tokenexchange
blockchain-etl,ethereum_curve,PAXSwap_event_RampA,VIEW,NO,NO,2020-07-17 18:08:52.671000+00:00,paxswap_event_rampa
blockchain-etl,ethereum_curve,PAXSwap_event_StopRampA,VIEW,NO,NO,2020-07-17 18:12:21.844000+00:00,paxswap_event_stoprampa
blockchain-etl,ethereum_curve,RSVSwap_event_RemoveLiquidityOne,VIEW,NO,NO,2021-01-18 09:28:01.752000+00:00,rsvswap_event_removeliquidityone
blockchain-etl,ethereum_curve,sAAVESwap_event_TokenExchange,VIEW,NO,NO,2021-02-11 11:45:32.852000+00:00,saaveswap_event_tokenexchange
blockchain-etl,ethereum_curve,sBTCCurveExchangeAdapter_event_SwapReceived,VIEW,NO,NO,2020-07-17 19:13:53.008000+00:00,sbtccurveexchangeadapter_event_swapreceived
blockchain-etl,ethereum_curve,RENCurveExchangeAdapter2_event_SwapReceived,VIEW,NO,NO,2020-07-17 18:31:13.533000+00:00,rencurveexchangeadapter2_event_swapreceived
blockchain-etl,ethereum_curve,CurveExchangeAdapter3_event_Burn,VIEW,NO,NO,2020-07-17 17:27:15.643000+00:00,curveexchangeadapter3_event_burn
blockchain-etl,ethereum_curve,CurveExchangeAdapter_event_SwapReceived,VIEW,NO,NO,2020-07-17 17:53:09.808000+00:00,curveexchangeadapter_event_swapreceived
blockchain-etl,ethereum_curve,LinkUSDSwap_event_TokenExchange,VIEW,NO,NO,2021-01-18 09:09:00.321000+00:00,linkusdswap_event_tokenexchange
blockchain-etl,ethereum_curve,pBTCSwap_event_RemoveLiquidityImbalance,VIEW,NO,NO,2021-01-18 09:24:12.182000+00:00,pbtcswap_event_removeliquidityimbalance
blockchain-etl,ethereum_curve,stETHSwap_event_NewAdmin,VIEW,NO,NO,2021-01-18 09:34:34.261000+00:00,stethswap_event_newadmin
blockchain-etl,ethereum_curve,IronBankSwap_event_StopRampA,VIEW,NO,NO,2021-02-11 20:35:22.044000+00:00,ironbankswap_event_stoprampa
blockchain-etl,ethereum_curve,USDNSwap_event_RampA,VIEW,NO,NO,2021-01-18 10:05:31.931000+00:00,usdnswap_event_rampa
blockchain-etl,ethereum_curve,3poolSwap_event_CommitNewAdmin,VIEW,NO,NO,2020-11-15 12:58:37.387000+00:00,3poolswap_event_commitnewadmin
blockchain-etl,ethereum_curve,CompoundSwap_event_AddLiquidity,VIEW,NO,NO,2020-07-17 17:18:11.504000+00:00,compoundswap_event_addliquidity
blockchain-etl,ethereum_curve,sBTCSwap_event_CommitNewAdmin,VIEW,NO,NO,2020-07-17 19:03:15.825000+00:00,sbtcswap_event_commitnewadmin
blockchain-etl,ethereum_curve,BUSDSwap_event_NewParameters,VIEW,NO,NO,2020-07-17 17:08:21.595000+00:00,busdswap_event_newparameters
blockchain-etl,ethereum_curve,RENSwap_event_AddLiquidity,VIEW,NO,NO,2020-07-17 18:47:55.769000+00:00,renswap_event_addliquidity
blockchain-etl,ethereum_curve,MUSDSwap_event_NewFee,VIEW,NO,NO,2021-01-18 09:46:16.913000+00:00,musdswap_event_newfee
blockchain-etl,ethereum_curve,pCrv_event_Approval,VIEW,NO,NO,2020-07-17 18:12:43.447000+00:00,pcrv_event_approval
blockchain-etl,ethereum_curve,BUSDSwap_event_TokenExchangeUnderlying,VIEW,NO,NO,2020-07-17 17:08:34.730000+00:00,busdswap_event_tokenexchangeunderlying
blockchain-etl,ethereum_curve,hBTCSwap_event_TokenExchange,VIEW,NO,NO,2021-01-18 08:59:19.292000+00:00,hbtcswap_event_tokenexchange
blockchain-etl,ethereum_curve,USDKSwap_event_RemoveLiquidityOne,VIEW,NO,NO,2021-01-18 09:40:09.035000+00:00,usdkswap_event_removeliquidityone
blockchain-etl,ethereum_curve,sBTCCurveExchangeAdapter_event_RelayHubChanged,VIEW,NO,NO,2020-07-17 19:19:57.708000+00:00,sbtccurveexchangeadapter_event_relayhubchanged
blockchain-etl,ethereum_curve,USDKSwap_event_TokenExchangeUnderlying,VIEW,NO,NO,2021-01-18 09:42:16.235000+00:00,usdkswap_event_tokenexchangeunderlying
blockchain-etl,ethereum_curve,LinkUSDSwap_event_TokenExchangeUnderlying,VIEW,NO,NO,2021-01-18 09:09:32.450000+00:00,linkusdswap_event_tokenexchangeunderlying
blockchain-etl,ethereum_curve,USTSwap_event_NewAdmin,VIEW,NO,NO,2021-01-18 09:48:32.426000+00:00,ustswap_event_newadmin
blockchain-etl,ethereum_curve,renCrv_event_Approval,VIEW,NO,NO,2020-07-17 18:26:02.858000+00:00,rencrv_event_approval
blockchain-etl,ethereum_curve,USDNSwap_event_TokenExchangeUnderlying,VIEW,NO,NO,2021-01-18 09:50:23.008000+00:00,usdnswap_event_tokenexchangeunderlying
blockchain-etl,ethereum_curve,hBTCSwap_event_CommitNewFee,VIEW,NO,NO,2021-01-18 08:57:49.722000+00:00,hbtcswap_event_commitnewfee
blockchain-etl,ethereum_curve,sBTCSwap_event_CommitNewFee,VIEW,NO,NO,2020-07-17 19:20:05.857000+00:00,sbtcswap_event_commitnewfee
blockchain-etl,ethereum_curve,tBTCSwap_event_TokenExchange,VIEW,NO,NO,2021-01-18 10:04:46.544000+00:00,tbtcswap_event_tokenexchange
blockchain-etl,ethereum_curve,renCrv_event_Transfer,VIEW,NO,NO,2020-07-17 18:30:58.108000+00:00,rencrv_event_transfer
blockchain-etl,ethereum_curve,BBTCSwap_event_CommitNewAdmin,VIEW,NO,NO,2021-01-18 08:40:22.241000+00:00,bbtcswap_event_commitnewadmin
blockchain-etl,ethereum_curve,stETHSwap_event_AddLiquidity,VIEW,NO,NO,2021-01-18 09:33:23.212000+00:00,stethswap_event_addliquidity
blockchain-etl,ethereum_curve,LinkUSDSwap_event_RampA,VIEW,NO,NO,2021-01-18 09:08:33.134000+00:00,linkusdswap_event_rampa
blockchain-etl,ethereum_curve,USDKSwap_event_TokenExchange,VIEW,NO,NO,2021-01-18 09:42:12.384000+00:00,usdkswap_event_tokenexchange
blockchain-etl,ethereum_curve,USDKSwap_event_NewFee,VIEW,NO,NO,2021-01-18 09:39:33.523000+00:00,usdkswap_event_newfee
blockchain-etl,ethereum_curve,gUSDSwap_event_RemoveLiquidityImbalance,VIEW,NO,NO,2021-01-18 08:54:04.237000+00:00,gusdswap_event_removeliquidityimbalance
blockchain-etl,ethereum_curve,pBTCSwap_event_CommitNewAdmin,VIEW,NO,NO,2021-01-18 09:19:35.965000+00:00,pbtcswap_event_commitnewadmin
blockchain-etl,ethereum_curve,RENCurveExchangeAdapter3_event_Burn,VIEW,NO,NO,2020-07-17 18:27:24.543000+00:00,rencurveexchangeadapter3_event_burn
blockchain-etl,ethereum_curve,ankrETHSwap_event_RampA,VIEW,NO,NO,2021-02-11 11:43:02.946000+00:00,ankrethswap_event_rampa
blockchain-etl,ethereum_curve,Registry_event_TokenExchange,VIEW,NO,NO,2020-07-17 18:23:27.735000+00:00,registry_event_tokenexchange
blockchain-etl,ethereum_curve,3poolSwap_event_RemoveLiquidityImbalance,VIEW,NO,NO,2020-11-15 12:58:39.041000+00:00,3poolswap_event_removeliquidityimbalance
blockchain-etl,ethereum_curve,stETHSwap_event_RemoveLiquidityOne,VIEW,NO,NO,2021-01-18 09:35:20.526000+00:00,stethswap_event_removeliquidityone
blockchain-etl,ethereum_curve,pBTCSwap_event_StopRampA,VIEW,NO,NO,2021-01-18 09:21:56.089000+00:00,pbtcswap_event_stoprampa
blockchain-etl,ethereum_curve,USDTSwap_event_TokenExchange,VIEW,NO,NO,2020-07-17 20:15:26.261000+00:00,usdtswap_event_tokenexchange
blockchain-etl,ethereum_curve,USDTSwap_event_CommitNewAdmin,VIEW,NO,NO,2020-07-17 20:14:15.446000+00:00,usdtswap_event_commitnewadmin
blockchain-etl,ethereum_curve,pBTCSwap_event_RemoveLiquidity,VIEW,NO,NO,2021-01-18 09:24:10.624000+00:00,pbtcswap_event_removeliquidity
blockchain-etl,ethereum_curve,USDTSwap_event_TokenExchangeUnderlying,VIEW,NO,NO,2020-07-17 20:15:30.094000+00:00,usdtswap_event_tokenexchangeunderlying
blockchain-etl,ethereum_curve,RSVSwap_event_RemoveLiquidityImbalance,VIEW,NO,NO,2021-01-18 09:27:41.601000+00:00,rsvswap_event_removeliquidityimbalance
blockchain-etl,ethereum_curve,BBTCSwap_event_TokenExchange,VIEW,NO,NO,2021-01-18 08:43:08.578000+00:00,bbtcswap_event_tokenexchange
blockchain-etl,ethereum_curve,Registry_event_PoolAdded,VIEW,NO,NO,2020-07-17 18:21:51.021000+00:00,registry_event_pooladded
blockchain-etl,ethereum_curve,tBTCSwap_event_RemoveLiquidity,VIEW,NO,NO,2021-01-18 09:38:17.866000+00:00,tbtcswap_event_removeliquidity
blockchain-etl,ethereum_curve,CompoundSwap_event_NewAdmin,VIEW,NO,NO,2020-07-17 17:18:46.658000+00:00,compoundswap_event_newadmin
blockchain-etl,ethereum_curve,ankrETHSwap_event_StopRampA,VIEW,NO,NO,2021-02-11 11:42:04.834000+00:00,ankrethswap_event_stoprampa
blockchain-etl,ethereum_curve,BUSDSwap_event_CommitNewAdmin,VIEW,NO,NO,2020-07-17 17:09:01.985000+00:00,busdswap_event_commitnewadmin
blockchain-etl,ethereum_curve,Registry_event_NewAdmin,VIEW,NO,NO,2020-07-17 18:22:01.096000+00:00,registry_event_newadmin
blockchain-etl,ethereum_curve,RENSwap_event_NewFee,VIEW,NO,NO,2020-07-17 18:48:26.305000+00:00,renswap_event_newfee
blockchain-etl,ethereum_curve,hUSDSwap_event_RemoveLiquidity,VIEW,NO,NO,2021-01-18 09:00:45.894000+00:00,husdswap_event_removeliquidity
blockchain-etl,ethereum_curve,RENSwap_event_CommitNewAdmin,VIEW,NO,NO,2020-07-17 18:49:07.079000+00:00,renswap_event_commitnewadmin
blockchain-etl,ethereum_curve,sETHSwap_event_CommitNewAdmin,VIEW,NO,NO,2021-01-18 09:54:14.693000+00:00,sethswap_event_commitnewadmin
blockchain-etl,ethereum_curve,yCrv_event_Transfer,VIEW,NO,NO,2020-07-17 20:34:38.023000+00:00,ycrv_event_transfer
blockchain-etl,ethereum_curve,hUSDSwap_event_RampA,VIEW,NO,NO,2021-01-18 09:03:45.129000+00:00,husdswap_event_rampa
blockchain-etl,ethereum_curve,BBTCSwap_event_RemoveLiquidityOne,VIEW,NO,NO,2021-01-18 08:43:06.060000+00:00,bbtcswap_event_removeliquidityone
blockchain-etl,ethereum_curve,EURSSwap_event_TokenExchange,VIEW,NO,NO,2021-01-18 08:53:16.620000+00:00,eursswap_event_tokenexchange
blockchain-etl,ethereum_curve,sBTCCurveExchangeAdapter_event_DepositMintedCurve,VIEW,NO,NO,2020-07-17 19:19:22.847000+00:00,sbtccurveexchangeadapter_event_depositmintedcurve
blockchain-etl,ethereum_curve,sETHSwap_event_NewAdmin,VIEW,NO,NO,2021-01-18 09:52:59.734000+00:00,sethswap_event_newadmin
blockchain-etl,ethereum_curve,USDTSwap_event_CommitNewParameters,VIEW,NO,NO,2020-07-17 20:14:28.872000+00:00,usdtswap_event_commitnewparameters
blockchain-etl,ethereum_curve,hBTCSwap_event_RemoveLiquidityImbalance,VIEW,NO,NO,2021-01-18 08:58:58.457000+00:00,hbtcswap_event_removeliquidityimbalance
blockchain-etl,ethereum_curve,BUSDSwap_event_TokenExchange,VIEW,NO,NO,2020-07-17 17:08:48.800000+00:00,busdswap_event_tokenexchange
blockchain-etl,ethereum_curve,EURSSwap_event_RemoveLiquidityOne,VIEW,NO,NO,2021-01-18 09:23:00.594000+00:00,eursswap_event_removeliquidityone
blockchain-etl,ethereum_curve,BUSDSwap_event_AddLiquidity,VIEW,NO,NO,2020-07-17 17:08:55.510000+00:00,busdswap_event_addliquidity
blockchain-etl,ethereum_curve,ySwap_event_CommitNewAdmin,VIEW,NO,NO,2020-07-17 20:39:34.878000+00:00,yswap_event_commitnewadmin
blockchain-etl,ethereum_curve,sAAVESwap_event_RemoveLiquidityOne,VIEW,NO,NO,2021-02-11 11:45:31.925000+00:00,saaveswap_event_removeliquidityone
blockchain-etl,ethereum_curve,gUSDSwap_event_RemoveLiquidity,VIEW,NO,NO,2021-01-18 08:53:57.206000+00:00,gusdswap_event_removeliquidity
blockchain-etl,ethereum_curve,IronBankSwap_event_RemoveLiquidityOne,VIEW,NO,NO,2021-02-11 20:35:23.177000+00:00,ironbankswap_event_removeliquidityone
blockchain-etl,ethereum_curve,yCrv_event_Approval,VIEW,NO,NO,2020-07-17 20:34:33.028000+00:00,ycrv_event_approval
blockchain-etl,ethereum_curve,RENCurveExchangeAdapter3_event_SwapReceived,VIEW,NO,NO,2020-07-17 18:34:18.450000+00:00,rencurveexchangeadapter3_event_swapreceived
blockchain-etl,ethereum_curve,IronBankSwap_event_CommitNewFee,VIEW,NO,NO,2021-02-11 20:33:21.385000+00:00,ironbankswap_event_commitnewfee
blockchain-etl,ethereum_curve,oBTC_event_NewFee,VIEW,NO,NO,2021-01-18 09:13:17.646000+00:00,obtc_event_newfee
blockchain-etl,ethereum_curve,EURSSwap_event_RemoveLiquidityImbalance,VIEW,NO,NO,2021-01-18 08:48:32.988000+00:00,eursswap_event_removeliquidityimbalance
blockchain-etl,ethereum_curve,DUSDSwap_event_TokenExchangeUnderlying,VIEW,NO,NO,2021-01-18 08:45:59.365000+00:00,dusdswap_event_tokenexchangeunderlying
blockchain-etl,ethereum_curve,sAAVESwap_event_NewFee,VIEW,NO,NO,2021-02-11 11:45:28.045000+00:00,saaveswap_event_newfee
blockchain-etl,ethereum_curve,AAVESwap_event_RemoveLiquidity,VIEW,NO,NO,2021-01-18 08:42:47.492000+00:00,aaveswap_event_removeliquidity
blockchain-etl,ethereum_curve,hUSDSwap_event_RemoveLiquidityOne,VIEW,NO,NO,2021-01-18 09:03:57.844000+00:00,husdswap_event_removeliquidityone
blockchain-etl,ethereum_curve,AAVESwap_event_TokenExchangeUnderlying,VIEW,NO,NO,2021-01-18 09:05:11.599000+00:00,aaveswap_event_tokenexchangeunderlying
blockchain-etl,ethereum_curve,USDNSwap_event_StopRampA,VIEW,NO,NO,2021-01-18 09:49:22.261000+00:00,usdnswap_event_stoprampa
blockchain-etl,ethereum_curve,CompoundSwap_event_RemoveLiquidityImbalance,VIEW,NO,NO,2020-07-17 17:26:28.664000+00:00,compoundswap_event_removeliquidityimbalance
blockchain-etl,ethereum_curve,IronBankSwap_event_RampA,VIEW,NO,NO,2021-02-11 20:31:52.928000+00:00,ironbankswap_event_rampa
blockchain-etl,ethereum_curve,hBTCSwap_event_NewFee,VIEW,NO,NO,2021-01-18 08:57:57.674000+00:00,hbtcswap_event_newfee
blockchain-etl,ethereum_curve,RENCurveExchangeAdapter_event_RelayHubChanged,VIEW,NO,NO,2020-07-17 18:39:16.987000+00:00,rencurveexchangeadapter_event_relayhubchanged
blockchain-etl,ethereum_curve,RENSwap_event_StopRampA,VIEW,NO,NO,2020-07-17 19:00:39.599000+00:00,renswap_event_stoprampa
blockchain-etl,ethereum_curve,3poolSwap_event_StopRampA,VIEW,NO,NO,2020-11-15 12:56:45.007000+00:00,3poolswap_event_stoprampa
blockchain-etl,ethereum_curve,sAAVESwap_event_CommitNewAdmin,VIEW,NO,NO,2021-02-11 11:43:17.944000+00:00,saaveswap_event_commitnewadmin
blockchain-etl,ethereum_curve,hBTCSwap_event_CommitNewAdmin,VIEW,NO,NO,2021-01-18 08:58:04.172000+00:00,hbtcswap_event_commitnewadmin
