pool_address,pool_name,pool_symbol,token_symbol,token_address,decimals
0xa50ccc70b6a011cffddf45057e39679379187287,Curve.fi DAI/USDC/USDT/PAX,ypaxCrv,PAX,0x8e870d67f660d95d5be530380d0ec0bd388289e1,18
0x11f419adabbff8d595e7d5b223eee3863bb3902c,Curve.fi pBTC/sbtcCRV,pBTC/sbtcCRV,pBTC,0x5228a22e72ccc52d415ecfd199f99d0665e7733b,18
0x11f419adabbff8d595e7d5b223eee3863bb3902c,Curve.fi pBTC/sbtcCRV,pBTC/sbtcCRV,sbtcCRV,0x075b1bb99792c9e1041ba13afef80c91a1e70fb3,18
0x93054188d876f558f4a66b2ef1d97d16edf0895b,Curve.fi renBTC/wBTC,crvRenWBTC,renBTC,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,8
0x93054188d876f558f4a66b2ef1d97d16edf0895b,Curve.fi renBTC/wBTC,crvRenWBTC,wBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,8
0xf9440930043eb3997fc70e1339dbb11f341de7a8,Curve.fi ETH/rETH,rCRV,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,18
0xf9440930043eb3997fc70e1339dbb11f341de7a8,Curve.fi ETH/rETH,rCRV,rETH,0x9559aaa82d9649c7a7b220e7c461d2e74c9a3593,18
0xbe175115bf33e12348ff77ccfee4726866a0fbd5,Curve.fi RSV/3Crv,rsv3CRV,RSV,0x196f4727526ea7fb1e17b2071b3d8eaa38486988,18
0xbe175115bf33e12348ff77ccfee4726866a0fbd5,Curve.fi RSV/3Crv,rsv3CRV,3CRV,0x6c3f90f043a72fa612cbac8115ee7e52bde6e490,18
0xeb16ae0052ed37f479f7fe63849198df1765a733,Curve.fi aDAI/aSUSD,saCRV,aDAI,0x028171bca77440897b824ca71d1c56cac55b68a3,18
0xeb16ae0052ed37f479f7fe63849198df1765a733,Curve.fi aDAI/aSUSD,saCRV,DAI,0x6b175474e89094c44da98b954eedeac495271d0f,18
0xeb16ae0052ed37f479f7fe63849198df1765a733,Curve.fi aDAI/aSUSD,saCRV,aSUSD,0x6c5024cd4f8a59110119c56f8933403a539555eb,18
0xeb16ae0052ed37f479f7fe63849198df1765a733,Curve.fi aDAI/aSUSD,saCRV,SUSD,0x57ab1ec28d129707052df4df418d58a2d46d5f51,18
0x7fc77b5c7614e1533320ea6ddc2eb61fa00a9714,Curve.fi renBTC/wBTC/sBTC,crvRenWSBTC,renBTC,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,8
0x7fc77b5c7614e1533320ea6ddc2eb61fa00a9714,Curve.fi renBTC/wBTC/sBTC,crvRenWSBTC,wBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,8
0x7fc77b5c7614e1533320ea6ddc2eb61fa00a9714,Curve.fi renBTC/wBTC/sBTC,crvRenWSBTC,sBTC,0xfe18be6b3bd88a2d2a7f928d00292e7a9963cfc6,18
0xc5424b857f758e906013f3555dad202e4bdb4567,Curve.fi ETH/sETH,eCRV,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,18
0xc5424b857f758e906013f3555dad202e4bdb4567,Curve.fi ETH/sETH,eCRV,sETH,0x5e74c9036fb86bd7ecdcb084a0673efc32ea31cb,18
0xdc24316b9ae028f1497c275eb9192a3ea0f67022,Curve.fi ETH/stETH,steCRV,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,18
0xdc24316b9ae028f1497c275eb9192a3ea0f67022,Curve.fi ETH/stETH,steCRV,stETH,0xae7ab96520de3a18e5e111b5eaab095312d7fe84,18
0xfcba3e75865d2d561be8d220616520c171f12851,Curve.fi DAI/USDC/USDT/sUSD,crvPlain3andSUSD,DAI,0x6b175474e89094c44da98b954eedeac495271d0f,18
0xfcba3e75865d2d561be8d220616520c171f12851,Curve.fi DAI/USDC/USDT/sUSD,crvPlain3andSUSD,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6
0xfcba3e75865d2d561be8d220616520c171f12851,Curve.fi DAI/USDC/USDT/sUSD,crvPlain3andSUSD,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6
0xfcba3e75865d2d561be8d220616520c171f12851,Curve.fi DAI/USDC/USDT/sUSD,crvPlain3andSUSD,SUSD,0x57ab1ec28d129707052df4df418d58a2d46d5f51,18
0xaa82ca713d94bba7a89ceab55314f9effeddc78c,Curve.fi tBTC/sbtcCRV,tBTC/sbtcCRV,tBTC,0x8daebade922df735c38c80c7ebd708af50815faa,18
0xaa82ca713d94bba7a89ceab55314f9effeddc78c,Curve.fi tBTC/sbtcCRV,tBTC/sbtcCRV,sbtcCRV,0x075b1bb99792c9e1041ba13afef80c91a1e70fb3,18
0xf1f85a74ad6c64315f85af52d3d46bf715236adc,Curve.fi USDK/3Crv,usdk3CRV,USDK,0x1c48f86ae57291f7686349f12601910bd8d470bb,18
0xf1f85a74ad6c64315f85af52d3d46bf715236adc,Curve.fi USDK/3Crv,usdk3CRV,3CRV,0x6c3f90f043a72fa612cbac8115ee7e52bde6e490,18
0x094d12e5b541784701fd8d65f11fc0598fbc6332,Curve.fi USDN/3Crv,usdn3CRV,USDN,0x674c6ad92fd080e4004b2312b45f796a192d27a0,18
0x094d12e5b541784701fd8d65f11fc0598fbc6332,Curve.fi USDN/3Crv,usdn3CRV,3CRV,0x6c3f90f043a72fa612cbac8115ee7e52bde6e490,18
0x3c8caee4e09296800f8d29a68fa3837e2dae4940,Curve.fi USDP/3Crv,usdp3CRV,USDP,0x1456688345527be1f37e9e627da0837d6f08c925,18
0x3c8caee4e09296800f8d29a68fa3837e2dae4940,Curve.fi USDP/3Crv,usdp3CRV,3CRV,0x6c3f90f043a72fa612cbac8115ee7e52bde6e490,18
0xac795d2c97e60df6a99ff1c814727302fd747a80,Curve.fi cDAI/cUSDC/USDT,cDAI+cUSDC+USDT,cDAI,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,8
0xac795d2c97e60df6a99ff1c814727302fd747a80,Curve.fi cDAI/cUSDC/USDT,cDAI+cUSDC+USDT,DAI,0x6b175474e89094c44da98b954eedeac495271d0f,18
0xac795d2c97e60df6a99ff1c814727302fd747a80,Curve.fi cDAI/cUSDC/USDT,cDAI+cUSDC+USDT,cUSDC,0x39aa39c021dfbae8fac545936693ac917d5e7563,8
0xac795d2c97e60df6a99ff1c814727302fd747a80,Curve.fi cDAI/cUSDC/USDT,cDAI+cUSDC+USDT,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6
0xac795d2c97e60df6a99ff1c814727302fd747a80,Curve.fi cDAI/cUSDC/USDT,cDAI+cUSDC+USDT,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6
0xb0a0716841f2fc03fba72a891b8bb13584f52f2d,Curve.fi UST/3Crv,ust3CRV,UST,0xa47c8bf37f92abed4a126bda807a7b7498661acd,18
0xb0a0716841f2fc03fba72a891b8bb13584f52f2d,Curve.fi UST/3Crv,ust3CRV,3CRV,0x6c3f90f043a72fa612cbac8115ee7e52bde6e490,18
0xbbc81d23ea2c3ec7e56d39296f0cbb648873a5d3,Curve.fi yDAI/yUSDC/yUSDT/yTUSD,yDAI+yUSDC+yUSDT+yTUSD,yDAI,0x16de59092dae5ccf4a1e6439d611fd0653f0bd01,18
0xbbc81d23ea2c3ec7e56d39296f0cbb648873a5d3,Curve.fi yDAI/yUSDC/yUSDT/yTUSD,yDAI+yUSDC+yUSDT+yTUSD,DAI,0x6b175474e89094c44da98b954eedeac495271d0f,18
0xbbc81d23ea2c3ec7e56d39296f0cbb648873a5d3,Curve.fi yDAI/yUSDC/yUSDT/yTUSD,yDAI+yUSDC+yUSDT+yTUSD,yUSDC,0xd6ad7a6750a7593e092a9b218d66c0a814a3436e,6
0xbbc81d23ea2c3ec7e56d39296f0cbb648873a5d3,Curve.fi yDAI/yUSDC/yUSDT/yTUSD,yDAI+yUSDC+yUSDT+yTUSD,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6
0xbbc81d23ea2c3ec7e56d39296f0cbb648873a5d3,Curve.fi yDAI/yUSDC/yUSDT/yTUSD,yDAI+yUSDC+yUSDT+yTUSD,yUSDT,0x83f798e925bcd4017eb265844fddabb448f1707d,6
0xbbc81d23ea2c3ec7e56d39296f0cbb648873a5d3,Curve.fi yDAI/yUSDC/yUSDT/yTUSD,yDAI+yUSDC+yUSDT+yTUSD,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6
0xbbc81d23ea2c3ec7e56d39296f0cbb648873a5d3,Curve.fi yDAI/yUSDC/yUSDT/yTUSD,yDAI+yUSDC+yUSDT+yTUSD,yTUSD,0x73a052500105205d34daf004eab301916da8190f,18
0xbbc81d23ea2c3ec7e56d39296f0cbb648873a5d3,Curve.fi yDAI/yUSDC/yUSDT/yTUSD,yDAI+yUSDC+yUSDT+yTUSD,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,18
